  0,  0,  0,  0
 20,232,  0, 89
  0,242,  0, 20
 38,213,  0,160
 55,198,  0,226
 47,206,  0,194
  9,236,  0, 54
 30,222,  0,126
103,151,  0,252
 90,166,  0,255
109,147,  0,255
 70,186,  0,255
141,115,  0,255
 81,175,  0,255
120,136,  0,255
127,129,  0,255
116,140,  0,255
 79,177,  0,255
139,117,  0,255
 68,188,  0,255
107,149,  0,255
 88,168,  0,255
 85,171,  0,255
104,152,  0,255
148,108,  0,255
154,102,  0,255
131,125,  0,255
118,138,  0,255
160, 96,  0,255
150,106,  0,255
145,111,  0,255
 99,157,  0,255
134,122,  0,255
 94,162,  0,255
113,143,  0,255
 74,182,  0,255
143,113,  0,255
 83,173,  0,255
122,134,  0,255
 78,178,  0,255
102,154,  0,255
 77,179,  0,255
 66,190,  0,255
129,127,  0,255
103,153,  0,255
 91,165,  0,255
123,133,  0,255
 86,170,  0,255
146,110,  0,255
 75,181,  0,255
114,142,  0,255
 95,161,  0,255
135,121,  0,255
100,156,  0,255
158, 98,  0,255
157, 99,  0,255
101,155,  0,255
 71,185,  0,255
121,135,  0,255
 82,174,  0,255
142,114,  0,255
 73,183,  0,255
110,146,  0,255
 93,163,  0,255
133,123,  0,255
 96,160,  0,255
138,118,  0,255
 97,159,  0,255
159, 97,  0,255
112,144,  0,255
124,132,  0,255
153,103,  0,255
147,109,  0,255
 98,158,  0,255
 72,184,  0,255
 87,169,  0,255
106,150,  0,255
 67,189,  0,255
136,120,  0,255
 76,180,  0,255
115,141,  0,255
126,130,  0,255
119,137,  0,255
 80,176,  0,255
140,116,  0,255
 69,187,  0,255
108,148,  0,255
 89,167,  0,255
 32,224,  0,255
 33,223,  0,255
 12,244,  0,255
 37,219,  0,255
 58,198,  0,255
 52,204,  0,255
 61,195,  0,255
 28,228,  0,255
 10,246,  0,255
 43,213,  0,255
 35,221,  0,255
  2,254,  0,255
 11,245,  0,255
 20,236,  0,255
 53,203,  0,255
 56,200,  0,255
 23,233,  0,255
 38,218,  0,255
  7,249,  0,255
 40,216,  0,255
 48,208,  0,255
 15,241,  0,255
 16,240,  0,255
 49,207,  0,255
 41,215,  0,255
  8,248,  0,255
 44,212,  0,255
 26,230,  0,255
 59,197,  0,255
 54,202,  0,255
 21,235,  0,255
 18,238,  0,255
  3,253,  0,255
 36,220,  0,255
 46,210,  0,255
 13,243,  0,255
 29,227,  0,255
 62,194,  0,255
 14,242,  0,255
 47,209,  0,255
 39,217,  0,255
  6,250,  0,255
 31,225,  0,255
 22,234,  0,255
 55,201,  0,255
 50,206,  0,255
 19,237,  0,255
  4,252,  0,255
  1,255,  0,255
 34,222,  0,255
 42,214,  0,255
  9,247,  0,255
 27,229,  0,255
 60,196,  0,255
 45,211,  0,255
 51,205,  0,255
 17,239,  0,255
  5,251,  0,255
 30,226,  0,255
 25,231,  0,255
 63,193,  0,255
 57,199,  0,255
164, 92,  0,255
206, 50,  0,255
251,  5,  0,255
250,  6,  0,255
163, 93,  0,255
184, 72,  0,255
234, 22,  0,255
179, 77,  0,255
220, 36,  0,255
193, 63,  0,255
248,  8,  0,255
245, 11,  0,255
241, 15,  0,255
186, 70,  0,255
213, 43,  0,255
172, 84,  0,255
227, 29,  0,255
224, 32,  0,255
200, 56,  0,255
255,  1,  0,255
210, 46,  0,255
237, 19,  0,255
202, 54,  0,255
229, 27,  0,255
174, 82,  0,255
215, 41,  0,255
188, 68,  0,255
243, 13,  0,255
218, 38,  0,255
236, 20,  0,255
181, 75,  0,255
208, 48,  0,255
167, 89,  0,255
222, 34,  0,255
197, 59,  0,255
195, 61,  0,255
252,  4,  0,255
185, 71,  0,255
170, 86,  0,255
161, 95,  0,255
 65,191,  0,255
 64,192,  0,255
171, 85,  0,255
198, 58,  0,255
253,  3,  0,255
196, 60,  0,255
211, 45,  0,255
223, 33,  0,255
168, 88,  0,255
209, 47,  0,255
182, 74,  0,255
239, 17,  0,255
225, 31,  0,255
246, 10,  0,255
189, 67,  0,255
216, 40,  0,255
175, 81,  0,255
232, 24,  0,255
165, 91,  0,255
178, 78,  0,255
249,  7,  0,255
194, 62,  0,255
191, 65,  0,255
221, 35,  0,255
166, 90,  0,255
207, 49,  0,255
180, 76,  0,255
235, 21,  0,255
205, 51,  0,255
242, 14,  0,255
187, 69,  0,255
214, 42,  0,255
173, 83,  0,255
228, 28,  0,255
201, 55,  0,255
231, 25,  0,255
190, 66,  0,255
254,  2,  0,255
199, 57,  0,255
217, 39,  0,255
226, 30,  0,255
169, 87,  0,255
212, 44,  0,255
183, 73,  0,255
240, 16,  0,255
238, 18,  0,255
247,  9,  0,255
192, 64,  0,255
219, 37,  0,255
176, 80,  0,255
233, 23,  0,255
177, 79,  0,255
162, 94,  0,255
230, 26,  0,255
244, 12,  0,255
203, 53,  0,255
 65, 65,  0,255
128,127,  0,255
144,112,  0,255
155,100,  0,255
150,105,  0,255
114,142,  0,255
 98,157,  0,255
255,255,255,255
 96, 32, 32,255
255,  0,  0,255
